engine_temp_C,vibration_ms2,battery_voltage_V,engine_load_pct,rpm,oil_pressure_psi,coolant_temp_C,vehicle_age_years,mileage_km,failure
74.91,0.316,12.71,80.3,2253,41.1,86.35,4.2,46437,0
65.37,0.326,13.68,45.9,2758,41.9,70,13.7,114929,0
114,0.904,11.57,79.8,1727,43.9,106.63,13,146480,1
69.35,0.1,13.75,59.9,2537,50.5,95.72,6.8,106629,0
85.95,0.33,14.02,41,2094,60.1,97.69,10.1,195693,1
82.37,0.312,13.6,52.2,2288,51.7,80.86,7.9,100302,0
91.79,0.453,13.74,62.4,2128,44.5,87.4,3.1,53672,0
81.98,0.319,13.58,50.1,2010,36.8,90.2,6,61944,0
81.71,0.378,13.84,74.6,2263,46.6,98.62,12.9,234559,0
92.32,0.554,12.71,32.3,2530,44.5,102.23,12.1,207303,1
88.35,0.499,13.05,71.8,2271,44.3,91.22,2,26570,0
88.16,0.49,14.29,64.9,2371,43.3,87.92,1.6,29835,0
89.69,0.35,12.27,46.5,2778,28.6,78.45,12.9,108859,0
99.77,1.024,10.5,77.8,2895,28.9,116.27,13.5,236013,0
92.57,0.377,14.09,23.8,1966,44.6,106.6,4.8,40145,0
132.25,1.017,12.2,69.9,3831,12.3,134.74,5.6,102278,1
108.44,1.274,10.14,100,1784,32.6,121.97,5.4,54343,1
82.56,,13.56,54.2,2631,38.2,92.43,2.3,19804,0
84.61,0.549,13.32,72.4,2750,49.5,84.49,11.3,132302,0
83.66,0.384,13.52,45.7,2683,52.1,87.14,5.9,59512,0
88.34,0.462,13.16,65.6,2511,53.2,91.18,12.6,199756,0
99.31,0.546,14.05,44.2,3457,43.7,91.21,13.2,180949,0
146.89,1.289,11.76,78.4,500,27,121.26,13.7,131269,1
71.88,0.259,13.43,53.4,2265,40,97.7,12.4,234765,0
140.33,0.852,9.7,67.2,1542,27.2,121.89,11.9,148208,1
123.66,1.604,10.01,63.4,3909,25.2,98.84,7,79959,1
88.87,0.489,13.41,52.3,2803,43.3,82.31,0.9,14587,0
95.91,0.289,13.75,56.6,2568,38.4,82.9,2.1,27033,0
105.12,0.334,13,74,3050,35.8,91.88,8.2,79895,0
95.24,0.499,13.12,69.1,2097,44.1,73.79,5.7,85740,0
125.56,1.416,12.37,93.6,3646,23,109.34,12.5,104736,1
119.47,0.882,11.99,99.1,3725,22.4,129.76,8.7,134542,1
121,1.226,11,98.2,3154,39,134.69,1.9,35589,1
106.29,1.108,10.36,70.2,1423,,104.21,7.4,82898,1
81.49,0.327,15,57.2,2483,52.7,84.41,12.4,226362,0
100.63,0.312,13.89,64,2257,39.2,96.45,13,142387,0
76.82,0.433,13.37,76.9,1745,44.6,92.45,2.9,30327,0
130.77,0.923,12.32,100,1266,39.2,114.75,2,32412,1
90,0.375,13.44,73.6,2783,35.6,85.29,6.1,53695,0
71.01,0.433,13.93,39.5,2826,51.3,90.61,1.4,12307,0
88.68,0.53,13.58,50.1,2416,33.4,87.58,11,148624,0
110.93,1.245,11.5,97,3888,39.6,135.26,7,58773,0
91.26,0.329,13.44,72.4,2878,41.6,99.93,3.4,47105,0
93.85,0.518,12.78,52.8,2562,62.8,79.06,2,31362,0
138.21,1.523,12.34,85.8,2935,48.1,103.9,13.9,149766,1
86.24,0.276,13.03,65.3,2676,44.1,100.78,1.1,21123,0
104.54,0.383,12.82,38.1,2695,39.2,91.33,1.9,19966,0
79.94,0.544,13.39,79.1,2770,46.6,80.95,3.9,42276,0
74.41,0.417,13.02,41.8,2846,43.6,97.87,1.9,35501,1
99.82,,13.47,26.2,1955,41.8,92.73,9.8,159939,0
128.53,1.661,11.51,94.6,3582,16.8,140,3.7,52558,1
85.04,0.257,14,80.5,1741,40.9,88.12,7.5,89223,0
95.11,0.271,13.91,63.8,2799,36.1,98.87,13,223520,0
137.46,0.568,10.95,100,1368,21.6,99.95,12.5,187636,1
77.58,0.437,13.52,55.6,2672,52.9,101.17,2.6,31717,0
80.15,0.417,13.7,52.7,1910,50.9,97.55,1.8,32001,0
133.18,1.482,11.04,62.5,3641,17.8,120.72,10.1,177658,1
101.85,0.424,13.79,21.1,2022,38.2,98.88,3.5,68469,0
90.63,0.36,12.77,57.9,2810,46.6,89.21,11.8,235894,0
76.2,0.4,14.52,74.7,2547,51.3,80.63,6.8,55342,1
104.87,0.412,13.3,60.2,2424,40.3,85.18,2.7,32452,0
114.62,1.113,12.33,92.9,3720,22.6,99.13,14.6,150821,1
81.65,0.671,13.12,78.8,2245,43.8,82.63,1.3,13800,0
88.42,0.452,13.19,59.9,3018,58.3,93.41,2.3,42311,0
138.56,1.37,11.68,92.4,3395,23.1,108.26,12.3,241798,1
123.16,0.974,12.1,71.8,3278,20.8,112.79,7.1,136198,1
89.15,0.471,12.73,85.3,2346,31.3,83.66,14.1,230672,1
89.63,0.386,14.25,62.9,2551,,75.82,2.1,31347,0
112.15,1.09,11.65,62.2,4288,30.1,106.59,2.8,43465,1
90.58,0.46,13.36,37.4,2258,43.7,93.03,0.5,9617,0
118.62,1.541,10.3,100,3357,12.3,98.58,3.6,29493,1
82.03,0.319,13.49,39.4,2509,36.3,85.73,10,131788,0
87.41,0.542,14.49,82.8,2849,44.5,102.34,11,154703,0
73.49,0.429,13.1,13.7,1952,53.9,99.28,6.7,128497,0
88.86,0.473,13.57,76.3,2702,40.3,78.12,4.2,42592,0
141.4,1.526,12.24,87.4,3487,23.7,126.87,10.9,184338,1
102.55,0.402,12.78,56.8,2370,59.2,101.64,3,57319,0
100.73,0.432,14.6,52.4,3301,42.6,88.27,11.6,199541,1
80.34,0.481,12.91,83.4,2421,44,87.85,11.9,96714,0
,0.643,10.82,100,1567,32,135.8,6.9,109732,1
84.26,0.405,12.63,41.5,2788,34.2,97.9,3.3,34774,0
80.48,0.413,13.3,29.2,2028,49.6,97.48,9.6,147017,0
125.24,0.994,11.08,83.2,947,24.1,109.62,12.9,191246,1
119.99,1.148,10.51,90.4,4027,19.2,110.95,8.2,159342,1
73.69,0.259,13.79,32.2,2067,48.6,101.96,7.2,73892,0
91.23,0.27,13.37,54.2,1834,60.5,89.6,14.7,126499,0
91.3,0.531,14.08,46.4,2910,34.5,86.77,8.3,127171,0
76.96,0.471,14.18,55.1,2092,51.9,99.84,1,12080,0
93.95,0.297,13.21,65.9,2191,51.9,106.36,7.8,132275,0
124.64,1.449,12.43,100,1814,21,128.7,7,138562,1
129.18,1.377,12.22,89.9,777,35.7,121.34,4.7,60692,1
93.2,0.397,13.81,44.2,1997,58.1,87.81,5.1,50109,0
84.66,0.66,13.51,60.5,2316,38.9,81.77,14,205047,0
89.55,0.228,13.6,55.9,2404,46.9,90.94,2.4,29621,0
108.12,1.315,11.19,60.7,3346,27.5,96.48,11.6,203043,1
83.04,0.517,13.56,61,2037,49.3,85.79,13.6,195790,0
105.69,1.461,12.88,100,1895,32.9,134.43,4.3,80554,1
77.53,0.38,13.82,55.5,2605,46.3,93.12,1.5,26524,0
83.23,0.371,13.85,31.1,2734,49.1,75.51,5,93967,0
123.18,1.356,12.72,92.5,1943,12.6,135.23,6.8,78534,1
80.09,0.482,13.42,36.8,2616,46.3,81.3,14.3,269232,0
113.42,1.19,11.59,95.6,1628,12.3,106.87,6.7,123942,1
82.44,0.504,12.96,62.9,2101,35.2,80.09,1.8,28484,0
82.59,0.298,14.13,52.4,2606,40.9,84.71,2.6,49771,0
84.38,0.377,12.11,50,2778,47.2,82.83,5.6,48571,0
138.8,1.047,10.24,89.3,3685,34.2,120.8,3.2,55258,1
93.75,0.361,14.07,55.1,3279,34.9,70.29,1.4,13432,0
78.5,0.502,12.82,43.4,2528,37.5,91.04,3,36772,0
99.76,0.86,11.78,66.7,2328,37.3,116.04,2,34006,1
99.65,1.37,12.15,100,2719,24.6,127.78,3.4,36167,1
135.24,0.993,10.69,78.4,4439,41,132.85,14.9,161063,1
81.48,0.406,13.97,57.5,2210,55.9,86.03,7,73374,1
77.3,0.411,13.6,59.3,2404,49.3,80.39,10,135418,0
72.04,0.336,12.48,59.8,2676,41.7,89.23,2.9,25988,0
80.44,0.394,13.01,37.4,2439,45.9,93.59,12.8,238844,0
86.81,0.513,13.99,29.9,2579,58.3,85.97,4.4,73229,0
90.95,0.411,13.72,46.2,3135,67.1,90.49,14.7,208836,0
79.43,0.321,14.37,60.9,2346,48.7,105.18,12.6,113823,0
126.82,0.977,11.7,83.1,2865,33.8,108.92,14.3,135617,1
75.73,0.355,13.33,49.7,3225,50.8,74.91,10.2,93564,0
84.69,0.407,14.75,86.9,2711,45.2,96.99,10,82116,0
123.87,1.101,10.27,51.6,4545,39.5,109.29,12.7,203199,1
90.73,0.266,13.02,43.7,2845,53.1,76.33,10.9,153543,0
103.21,0.715,11.09,100,2860,,124.53,9.3,116909,0
81.4,0.414,12.37,54.3,2758,42.5,82.02,5.7,69309,0
88.01,0.217,14.3,44.4,2106,32.8,93.53,3.7,50513,0
145.02,1.476,12.08,100,1797,37.3,129.4,11.8,162237,1
111.93,0.332,12.99,55.8,2470,46.7,88.58,6.1,58958,1
125.46,1.239,11.63,89.2,2746,17.8,117.58,1.4,19950,1
74.96,0.419,13.55,57.9,2175,36,80.17,7.5,63932,0
84.05,0.384,13.02,45.1,3382,50.3,77.84,10,193291,0
104.23,0.662,9.4,70.6,3297,10,135.24,0.8,13821,1
84.19,0.443,13.39,53.3,2430,47.4,92.46,10.7,87011,0
76.67,0.572,13.34,39.8,3225,51.7,95.09,3.8,43088,0
131.8,1.612,10.49,76.7,3012,35.4,120.37,3.7,73711,1
126.85,,10.63,96.4,3266,20.8,111.71,8.7,74331,1
120.92,1.293,11.98,97.9,3467,12.6,136,5.4,52618,1
132.13,0.815,10.08,100,3031,38.3,130.79,7,96537,1
151.75,1.558,11.07,73.7,3320,,98.89,7.9,97186,1
81.79,0.36,13.86,62.5,1598,40.4,102.1,13.9,274641,0
103.33,0.412,13.78,62.4,2125,49.1,100.45,3.5,50244,0
93.14,0.415,13.19,59.9,2122,57.7,79.73,7.2,139546,0
89.82,0.342,13.55,47.8,2563,47.7,91.6,11.9,148970,0
140.53,,11.66,73.8,3568,16,119.06,3.5,39145,1
88.94,,12.94,62.5,3363,53.3,101.35,1.7,19421,0
65.72,0.423,14.13,29.4,2077,39.1,78.72,0.8,11848,0
82.21,0.46,14.22,51,3060,34.6,118.82,2,30559,1
93.45,0.485,13.14,16.7,2588,51.5,88.6,4.5,65624,0
84.51,0.351,13.6,35,2823,41.8,95.91,6.4,66072,0
130.81,1.187,10.68,68.8,2255,23.9,133.29,9.1,101677,1
126.78,1.051,10.46,100,500,28,107.45,3.4,39011,1
102.04,0.517,13.74,65.3,2495,41.2,89.08,4.4,81132,0
143.04,1.564,12.42,67.4,1840,29.9,122.84,10.6,189418,1
84.38,0.378,12.77,65.9,2047,58.3,82.92,13.7,143104,0
94.51,0.419,13.73,68.3,2684,59.4,92.17,2.5,24051,0
81.33,0.285,12.95,52.6,3187,53.7,88.92,7.4,67822,0
123.86,1,10.97,69.7,500,23.9,112.6,4.8,42151,1
75.76,0.474,13.16,51.9,2286,33.5,86.39,8.2,161606,0
157.05,0.873,10.36,91.7,716,14.5,127.03,2.2,39504,1
115.06,1.156,12.97,65.8,2021,33.6,104.98,4.4,36340,0
,0.422,13.75,60.5,2370,41.5,88.02,10.8,87085,0
82,0.318,12.96,59.2,2258,57.1,97.19,12.4,201534,0
104.04,0.47,12.99,61.7,2776,45.4,91.98,9.5,111648,0
101.26,0.392,13.2,59.2,3154,23.6,81.6,14.2,130412,1
107.19,0.372,13.7,65.9,3565,50.1,89.81,10,135235,0
142.3,0.984,10.99,74,865,35.9,128.34,11.3,93165,1
87.96,0.394,13.08,58,1772,44.6,97.91,5.7,74435,0
69.83,0.355,12.92,49,2724,54.9,83.96,3,32152,0
147.76,1.246,11.7,82.3,2338,15.2,110.63,10,112224,1
73.32,,13.41,75.1,2825,33.9,84.44,13.8,158106,0
87.17,0.559,14.58,24.3,3143,46.6,84.84,14.7,172318,0
74.03,0.547,13.52,68.2,2410,48.8,93.24,7,57895,0
138.07,0.744,11.2,67.3,3397,33.1,134.59,8.3,123575,1
106.03,0.828,10.74,67.4,3932,38.7,131.7,5,73057,1
78.92,0.335,12.71,58.9,2368,35.5,89.27,10.3,162072,0
79.61,0.367,12.94,32.7,2765,46.7,78.76,11.6,115018,0
79.52,0.6,14.09,42.8,2888,49.8,95.36,1.1,21879,0
93.33,0.369,14.38,42.3,2919,30,91.27,12.8,123033,0
73.95,0.436,13.11,51.7,2704,44.7,90.48,8,141024,0
87.21,0.454,13.27,42.9,2598,42.3,79.73,8.9,94797,0
97.18,0.3,12.92,79,2818,39.8,88.43,3.5,46311,0
79.87,0.314,12.59,82,1715,49,80.45,0.6,7721,0
77.82,0.279,13.86,24.7,2584,35.8,93.86,14.3,167284,0
108.57,1.146,12.02,92.3,3970,28.1,117.4,14,193206,1
,0.115,13.51,67.9,2585,49.5,85.84,11.7,127548,0
86.94,0.454,12.8,63.1,2465,53.7,77.7,7.4,107283,0
130,1.287,12.78,72.8,3518,25.6,121.93,5.1,56202,1
89.84,0.415,13.25,51.3,2270,33,87.93,2.8,54365,0
73.98,0.258,13.77,43.8,2952,47.2,90.7,1.7,18194,0
91.81,0.336,12.77,48.7,2689,42.7,84.12,7.1,122477,0
89.09,0.354,13.4,36.9,2560,68.2,76.8,12,163470,0
81.92,0.298,13.65,53.3,2221,48.7,85.75,11,93224,0
76.61,,13.66,32.5,2826,45.5,87.03,11.5,112690,0
120.15,1.521,12.08,75.2,3976,33.1,131.31,2.2,42505,1
115.27,0.595,10.3,76,3685,23.9,106.81,13,232140,1
,1.412,10.69,93.2,1058,30.8,105.71,12.2,118291,1
78.63,0.553,13.6,44.8,2752,44.4,77.97,1.9,16056,0
89.58,0.59,13.56,59.4,2721,44.4,90.39,5.7,55748,0
64.13,0.687,13.62,71.2,2695,45.8,83.63,5.9,89154,0
135.58,1.258,12.39,100,1625,34.9,128.1,11.2,174114,0
,1.3,10.99,42.7,2113,21,123.62,13,162822,1
75.9,0.365,12.84,42.5,2995,51.7,94.5,5.9,67633,0
124.13,1.402,11.28,80.8,1591,14.3,114.72,2.4,25129,0
78.32,0.433,13.91,61.9,2265,43.9,91.61,1.7,22515,0
87.92,0.342,13.91,30.2,2077,55.3,82.87,9.8,80749,1
121.27,0.93,11.42,70.9,1357,36.8,103.19,7.7,62572,1
62.62,0.268,13.65,57,3281,31.4,90.12,13.6,238639,0
63.79,0.376,12.43,56.3,2613,45.2,94.56,14.3,205785,1
78.93,0.529,12.99,60.7,3351,47.2,74.43,13.5,234936,0
,0.394,13.59,61.7,2452,32.9,86.01,1.6,14956,0
102.86,0.979,11.2,99.5,3327,41,136.07,4.6,82194,1
117.4,1.066,11.33,97.2,1143,32.9,132.19,4,75580,1
130.23,1.152,12.38,78.2,1371,32.1,140,1.5,21538,1
98.88,0.234,13.51,65,2191,37.7,84.93,13.8,127999,0
81.15,0.458,13.56,21.4,2040,48.3,86.34,13.5,127724,1
88.83,0.373,13.18,78.2,2701,51.7,97.73,6.2,63697,0
86.41,0.417,13.99,21.9,2922,46,94.99,14.4,147226,0
63.69,0.506,13.28,38.8,3478,40.9,89.24,8.7,167636,0
92.68,0.281,12.83,51.6,2327,41.5,79.9,6.8,119589,0
87.15,0.299,13.11,65.1,2359,46.8,99.25,8.5,100095,0
130.08,,11.09,33.2,3589,27.2,129.03,6.6,117825,1
124.26,0.345,14,54.6,2950,52.2,77.43,4.7,81707,1
64.16,0.533,13.48,66.9,2826,41.2,101.23,3.1,38334,0
,1.457,11.1,100,1644,15.1,115.93,7.2,60016,1
126.08,1.245,9.69,79.3,3237,28.1,126.26,8.2,66430,1
87.87,0.351,13.89,50.5,2881,41.2,92.16,12.4,147814,0
84.54,0.251,13.17,45.8,2653,51.3,80.36,7.4,62923,0
80.76,0.287,13.45,49.1,2803,45.1,89.7,12.5,118414,0
79.3,0.439,14.24,39.5,2147,50.2,77.11,14.3,158531,0
133.43,0.924,10.52,75.2,3091,10,130.94,11,111241,1
69.83,0.511,12.69,61.5,2150,46.1,107.87,2.2,21771,0
151.98,1.467,9.32,83.4,4036,10,103.23,7.2,80119,1
80.84,0.409,13.47,62.4,3344,35.2,88.65,12.9,217646,1
73.7,0.372,12.89,58.2,2328,38.1,89.04,7.6,101717,0
,0.477,13.82,65.6,3410,40.6,97.89,12.3,195579,0
97.57,0.478,13.52,68.2,2832,55,93.24,11.8,224964,0
79.65,0.434,13.58,28.9,1943,40.4,97.36,2.8,22588,0
88.58,0.456,13.15,42.2,2586,34.8,85.95,5.3,102464,0
97.8,1.07,11.96,88.2,3887,32.9,111.51,11.6,131392,1
146.26,1.104,11.55,91.9,500,24.1,80.15,2.8,32153,1
91.86,0.366,13.36,44.9,2758,41.1,95.34,6.6,103123,0
103.49,0.4,13.68,68.7,2969,43.7,80.26,2.5,30723,0
83.24,0.373,13.55,84.7,2660,52.8,87.38,3.9,35124,0
148.9,1.311,11.22,78.3,3802,35.3,130.44,4.6,76758,1
,0.752,11.54,77.1,3618,28.3,107.41,8.2,83512,1
97.96,0.447,12.96,67.7,2407,35.5,98.72,13.7,262822,0
77.81,0.531,12.93,27,2030,68.1,89.01,6.1,120925,0
92.45,0.517,13.7,55.4,2225,53.4,101.62,12.8,130485,0
120.17,1.053,10.14,100,1331,28.3,104.31,10.6,180329,1
84.36,0.529,12.21,45.4,2545,35.7,75.5,11.8,235172,0
85.92,0.368,13.72,36.6,2277,52.6,89.77,11.6,224844,1
87.52,0.46,13.48,52.2,2152,41,94.7,4.9,72132,0
83.84,0.309,14.17,54.1,2804,43.4,95.37,3.9,46104,0
87.15,0.414,13.69,41.4,2648,31.6,80.92,14.7,119454,0
100.78,0.431,12.76,86.4,2284,35.1,77,11.2,210295,1
94.85,0.252,12.39,47.8,2703,48.5,87.5,5.8,48909,0
93.69,0.461,13.14,37.7,2319,53,94.13,8.5,127370,0
80.44,0.535,13.19,53.6,2525,50.5,93.73,11.8,120249,0
76.11,0.383,13.97,68.6,2890,50.2,102.58,1.3,14269,0
117.97,1.588,11.8,90.2,3362,15.8,122.22,1.9,16030,1
93.76,0.381,14.07,62.3,2031,41.7,75.24,0.9,7292,0
99.73,0.485,12.84,41.9,2442,47.3,99.57,2.9,35131,0
106.97,0.593,11.15,100,976,26.5,117.69,2.2,41335,1
82.7,0.642,13.86,63.4,2389,45,92.26,7.2,106699,0
94.2,1.436,9.17,99.1,1788,31.5,111.18,4.7,67446,1
81.08,0.372,14.16,60.5,1515,43.3,100.11,1.2,17931,0
94.97,0.203,13.55,67.4,2712,37.2,89.82,7,101212,0
80.34,0.429,13.7,41.9,2427,44.9,99.41,8.9,103569,0
91.4,0.256,13.07,47.6,2973,45.8,94.42,5.9,108914,0
83.09,0.444,14.14,75.2,2586,44.3,84.76,4.3,58599,0
119.86,0.813,10.9,100,1853,30.6,106.76,6.2,104943,1
73.52,0.306,13.92,37.8,2976,51.4,94.93,8,152286,0
85.85,0.512,13.91,58.7,2447,33.6,84.33,6.8,54884,0
76.43,1.432,10.93,71.2,1016,28.4,125.2,1.9,25449,1
83.13,0.498,14.49,44.5,1871,23.1,91.27,7.1,108682,0
68.7,0.401,13.62,59.3,2996,62.2,93.05,10.9,153542,0
119.76,0.691,11.78,97.7,3115,15.3,130.32,12.4,233290,1
92.77,0.498,12.74,61.8,2098,43.5,92.85,6.9,132521,0
139.91,1.2,11.31,85.3,3554,31.7,122.05,14.9,143307,1
100.21,0.261,12.89,62.7,1628,48.1,89.34,12.7,147945,0
112,1.269,11.47,72.1,946,19.4,124.75,3.6,40457,1
151.98,1.215,10.32,97.8,3815,20.7,123.85,7.1,99448,1
123.27,,11.06,100,3402,28.7,136.8,4.8,60211,1
116.45,1.176,12.26,49,1512,25.3,106.74,8.5,104375,1
96.36,0.409,14.01,67,2334,37.3,84.5,3.7,54022,0
73.94,0.362,12.86,31.9,1696,50.9,100.28,1,14031,0
76.75,0.337,14.05,73.4,2786,49.2,85.47,13.6,184933,0
78.91,0.564,14.02,45.4,2451,40.6,91.73,8,75210,0
113.86,0.691,10.46,57.9,2939,40.1,118.62,13.8,199224,1
74.43,0.474,14.3,65.4,2393,,76.56,2.2,19271,0
97.23,0.344,12.77,60.5,2506,43.2,91.59,2.7,41516,0
,0.354,13.19,40,2761,,98.92,3.8,58581,0
127.35,0.82,12.65,72.5,3832,10,112.54,7.1,79316,1
100.8,1.02,11.77,72.9,500,16.1,116.81,13.3,127611,1
93.23,0.925,12.23,74.5,3963,38.5,114.76,9.9,174580,1
87.7,0.513,13.62,39.1,2699,44.8,83.95,1.3,22376,0
65.88,0.56,13.41,56.7,2582,34.7,70,6.4,123937,1
84.31,0.464,13.92,40.5,2930,52.7,89.35,11,146742,0
104.97,0.708,12.33,81.4,1972,18.2,116.77,5.2,60991,1
104.87,0.349,13.62,77.4,2945,35.2,99.42,7.6,88888,0
119.56,1.48,12.89,80.7,1742,40,131.29,10.8,109912,1
86.06,0.432,13.9,57,2733,36.6,95.21,14.5,176759,0
97.64,0.301,13.89,85.3,2201,52,97.47,5.3,50829,1
76.54,0.472,12.93,37.2,2448,38.8,79.72,11.3,208528,0
90.43,0.409,13.76,72.9,2996,46.1,102.97,11.3,137891,0
87,0.228,13.06,71.1,1901,37.8,100.14,8.4,121917,0
87.64,0.307,12.86,67.8,2343,35.1,87.06,12.3,108173,1
97.72,0.35,13.46,74.4,2363,49.2,95.45,8.3,94062,0
131.39,1.121,10.78,79.7,1598,35.2,120.42,9.6,102151,1
133.04,1.723,12.66,77.9,1474,34.9,118.15,12.6,235649,1
94.76,1.603,10.51,100,2041,23.8,112.5,7.4,75245,1
75.4,0.316,12.55,72,2216,62.8,84.03,7.4,130375,0
83.77,0.422,13.09,71.6,2742,47.1,86.08,9.1,103326,0
124.17,1.511,10.78,92.2,3052,26.3,135.64,12.2,128102,1
73.7,0.432,13.27,44.3,2144,34.1,74.64,2.3,19025,0
109.12,0.458,13.73,57.9,2215,40.1,70,11.7,134336,0
152.13,1.177,10.33,90.7,1214,26.9,130.13,4.8,42219,1
91.02,0.398,13.21,70.4,2876,44.3,92.2,1.5,18889,0
85.72,0.564,14.15,48.6,2305,46.5,90.15,12,103502,0
82.88,0.491,12.35,59.7,2718,38.5,79.56,2.6,22844,0
116.89,1.345,11.74,68.3,2004,20.1,109.1,3.6,44022,1
85.77,0.621,13.23,69.8,1996,45.9,84.92,10.7,143651,0
129.34,1.285,11.64,71.6,3411,25.5,125.46,8.7,104131,1
123.45,0.771,11.84,96.6,3962,30.4,110.2,13.8,114715,1
142.21,1.058,11.84,71.3,1687,19.1,114.14,14.3,145345,1
83.45,0.608,12.88,70.5,2995,,82.37,5.1,97353,0
65.92,0.397,13.51,59.8,3380,59.1,85.85,5.2,77289,0
76.4,0.35,13.76,43.3,2637,50.4,95.63,3.5,64620,0
80.86,0.383,12.69,65.4,2407,50.4,86.98,8,68975,0
103.88,0.471,13.04,46.1,2891,37.8,87.38,6,48390,0
90.57,0.528,13.43,66.2,2837,59.2,84.85,0.7,12383,0
119.47,,9.57,76,2563,37.7,122.28,6.2,78544,1
89.86,0.41,13.09,29.2,2499,38.3,92.83,1.4,17335,0
102.96,1.076,10.37,71.9,1216,25.3,110.09,12.1,131239,1
130.14,1.425,11.93,84.3,3984,42.5,119.75,14,138663,1
80.29,0.503,13.33,75.5,2423,59.4,85.07,4.8,85930,0
84.06,0.371,14.04,68.5,2466,34.9,88.39,9.9,86804,0
98.26,0.443,13,79.4,2155,37,102.77,1.8,24935,0
72.13,0.389,12.87,79.8,2794,43.8,78.63,5.8,71130,0
,0.394,14.46,47,3162,27.6,105.09,8.9,100058,0
79.16,0.362,13.17,52.2,2161,45.2,90.8,2,34438,0
95.38,0.534,12.84,48.8,1941,54.5,88.56,6,110701,0
69.81,0.327,12.63,44.9,2508,33.5,97.63,14.4,148387,1
60,0.326,14.04,27.4,2489,46,73.46,2.9,25953,0
80.49,0.612,13.33,54.8,2968,40.3,101.04,9.5,118673,0
129.57,1.161,11.45,61.7,1322,38.3,125.53,12.6,167129,0
97,0.161,13.42,54.5,2285,40.4,98.7,11.7,100904,0
80.37,0.343,14.01,86.7,1641,57.2,73.18,11.7,159389,1
115.62,1.391,10.94,67.9,4442,,129.95,1.4,26350,1
96.54,0.305,14.67,57.9,2600,51.2,103.17,14.6,184580,0
66.3,0.1,13.57,68.6,2315,47,102.34,11,207621,0
112.2,1.069,10.74,86.9,1281,20.7,117.52,14.3,260705,1
86.9,0.286,13.9,59.4,2008,,98.13,14.7,194602,0
89.49,0.406,13.48,49.6,2666,47.6,104.36,5.7,93539,0
,0.237,13.21,51.5,2057,41.5,90.24,8.4,88053,0
,0.408,13.67,40.6,2542,39.5,78.38,11.1,106578,0
112.47,0.816,12.75,97.4,1850,40.3,114.09,12.8,102819,1
78.42,0.55,13.21,28.9,2361,,98.43,14.6,129458,0
89.54,0.541,13.58,69.6,2115,50.1,88.89,14.6,227343,0
120.1,1.073,10.98,64.5,3177,13.3,118.44,5.3,97826,1
85.59,0.367,14.53,69.4,2010,43.5,97.85,10.4,204582,0
89.47,0.599,13.93,49.7,3188,43,83.85,2.6,36274,0
81.57,0.245,14.43,36.5,3061,47.7,93.18,12.3,118678,0
86.7,0.26,13.19,63.7,2434,50.1,102.47,2.8,22507,0
75.37,0.392,13.85,68.9,2141,44.8,76.73,13.4,265865,0
82.93,0.625,14.17,48.4,2330,38.7,97.26,14.7,261811,0
112.15,1.12,9.71,94.3,3682,22.2,104.28,1.8,25026,1
127.33,1.043,12.02,58.8,1435,30.3,110.46,7.9,86802,1
114.62,0.695,11.76,58.6,2148,10.1,110.29,4.3,61663,1
87.24,0.495,13.01,74.4,2085,27.9,83.83,7.3,132137,0
122.87,1.409,9.82,77.3,1852,24.3,107.66,4.8,69834,1
100.05,1.404,13.25,61.4,3338,14.3,113.78,1.5,28959,1
96.59,0.337,14.1,44.5,2297,48.4,99.85,6.2,57678,0
81.64,0.329,13.72,41.1,2065,38.8,87.03,3.5,68598,0
89.25,0.271,13.48,52.5,2546,46.1,94.56,8.5,127104,0
96.97,0.408,13.28,49.4,2076,,86.12,10.4,153607,0
71.28,0.292,13.64,57.7,2909,59,80.71,6.4,78499,0
119.29,1.266,11.93,80.7,1531,26.5,123.83,3.5,29317,1
82.11,0.358,13.62,75.4,2719,55.8,92.62,3.3,56166,0
77.16,0.351,14.58,61.4,2468,45.2,88.1,0.5,6047,0
147.39,1.104,11.75,82,1226,32.3,124.88,10.7,130357,1
117.04,0.771,12.1,100,1944,34.2,97.51,4.2,60071,1
79.44,0.408,13.31,49.2,2932,56.8,98.48,14.6,126569,0
,0.371,12.96,36.1,2023,44.4,100.34,11.3,92126,0
72.98,0.418,13.42,73.1,2335,33.8,96.07,4.8,44287,0
81.04,0.301,13.71,57,2199,29,87.02,2.8,47187,0
88.17,0.411,13.76,57.1,2485,58.3,90.47,9.6,98267,0
112.38,0.892,12.99,74.5,819,32.1,138.76,13,184738,1
130.79,1.1,12.18,76.7,599,28.2,121.24,9,91798,1
79.71,0.5,14.08,67.7,2078,56.9,105.95,0.7,7525,0
69.86,0.312,13.53,69.8,3155,31.8,83.76,11.9,100626,0
135.45,1.43,11.32,100,1371,26.1,102.29,14.5,179532,1
102.55,0.516,14.7,66.9,2585,43.1,91.07,1.2,11451,0
85.18,0.493,13.77,63.5,2387,50.9,93.26,12.2,179785,0
87.25,0.403,13,57,2479,39.5,88.86,10.9,197034,0
129.93,1.248,9.87,74,1485,13.3,121.37,6.3,116132,1
72.31,0.495,13.64,73.2,2711,35.3,100.14,9.7,186129,0
102.03,0.467,13.73,49.4,2540,54.2,89.27,2.8,26588,0
